OrderNo|LineNumber|ProductID|VariationID|UnitPrice|UnitVat|Quantity
451-2854-2869|4|203040895|209990931|5455.0|545.5|1
451-2839-9874|5|203041172|209991211|1091.0|109.1|1
193-7212-5048|3|203266405|210598049|800.0|80.0|1
451-2854-1936|8|203193555|210467134|870.0|87.0|1
193-7197-6551|4|203278782|210637784|364.0|36.4|1
193-7198-7407|5|203041172|209991211|1091.0|109.1|1
193-7198-2982|1|203294566|210680149|4500.0|450.0|1
193-7198-2982|6|203041178|209991217|1091.0|109.1|2
193-7198-0360|3|203041178|209991217|1091.0|109.1|1
107-8438-2896|2|203041479|209991533|818.0|81.8|1
451-2853-4217|2|203041172|209991211|1091.0|109.1|1
107-8423-7735|2|203041172|209991211|1091.0|109.1|1
451-2854-4882|2|13317472|39100902|1364.0|136.4|1
451-2840-1144|6|203294592|210680212|3600.0|360.0|1
107-8424-2024|2|203040890|209990926|2273.0|227.3|1
451-2854-4882|7|202156531|207309406|800.0|80.0|1
193-7212-4578|5|203041178|209991217|1091.0|109.1|1
193-7197-6136|5|202927882|209608974|818.0|81.8|1
193-7212-3730|10|202908252|209558288|1545.0|154.5|1
107-8438-0140|1|203040894|209990930|2273.0|227.3|1
279-5956-1509|3|13379852|39766765|8091.0|809.1|1
21-9322-2099|6|203099798|210127316|727.0|72.7|1
279-6003-2316|1|203263446|210588246|12636.0|1263.6|1
279-5965-0091|2|14415842|40515184|14455.0|1445.5|1
21-9321-2223|1|201329539|204709494|1000.0|100.0|1
365-4448-3809|2|203401132|210890156|818.0|81.8|1
279-6003-5667|2|202995749|209823039|4800.0|480.0|1
451-2843-6189|3|203040894|209990930|2273.0|227.3|1
451-2843-8949|2|203040890|209990926|2273.0|227.3|1
365-4448-2983|2|202995720|209823010|5000.0|500.0|1
279-6003-3358|1|203175966|210411853|3636.0|363.6|1
193-7201-9306|1|203040894|209990930|2273.0|227.3|1
279-6003-1774|1|203294567|210680154|4500.0|450.0|1
279-6003-4315|5|14424627|40537996|396.0|39.6|1
365-4448-5990|2|202019640|206875177|2273.0|227.3|1
279-6003-3738|2|13372551|39737545|364.0|36.4|1
193-7201-7348|6|203040894|209990930|2273.0|227.3|1
279-6003-4850|1|203081600|210081189|1727.0|172.7|1
21-9321-2730|13|203263435|210588201|13091.0|1309.1|1
21-9323-1333|3|203185558|210444516|5000.0|500.0|1
451-2843-3547|4|203040894|209990930|2273.0|227.3|1
279-6004-8848|4|13317569|39100996|1364.0|136.4|1
365-4448-5948|2|202769106|209244219|2200.0|220.0|1
279-6003-4315|1|200419878|201322656|395.0|39.5|1
279-6003-9966|1|14421102|40530662|3545.0|354.5|1
279-5965-0091|1|201607579|205595070|5000.0|500.0|1
365-4448-3809|4|14402053|40354907|2500.0|250.0|1
365-4448-1516|1|202832143|209386856|3500.0|350.0|1
21-9321-1645|2|203205161|210504242|6364.0|636.4|1
451-2843-8949|7|203081572|210081161|1000.0|100.0|1
279-6003-4955|1|13391876|40317014|1364.0|136.4|1
193-7201-9306|2|203040890|209990926|2273.0|227.3|1
21-9283-7908|2|203369758|210806600|11727.0|1172.7|1
279-6003-4315|7|13390779|40310938|356.0|35.6|1
365-4448-3666|1|200375083|201215479|1364.0|136.4|1
21-9323-1333|2|200375083|201215479|1364.0|136.4|1
279-6004-0013|2|203081573|210081162|858.0|85.8|1
21-9321-2223|2|202156532|207309407|800.0|80.0|1
21-9322-0078|1|200419878|201322656|455.0|45.5|1
279-6003-4315|6|201735897|205993102|1568.0|156.8|1
365-4448-3966|2|202294009|207872172|1273.0|127.3|1
21-9323-0270|4|203263443|210588233|13091.0|1309.1|1
21-9321-2755|2|202156530|207309405|800.0|80.0|1
365-4450-0672|2|203263435|210588202|13091.0|1309.1|1
21-9323-0270|2|202974766|209772462|2273.0|227.3|1
365-4448-2895|2|200625181|202015220|1727.0|172.7|1
279-6003-4347|1|202974656|209772352|5000.0|500.0|1
365-4448-3966|1|203406530|210909529|1000.0|100.0|1
365-4450-3101|4|201607583|205595074|4200.0|420.0|1
279-6003-6252|1|200408920|201282849|11727.0|1172.7|1
365-4448-1735|3|13310451|38675132|9091.0|909.1|1
451-2843-6189|2|13317535|39100960|1364.0|136.4|1
451-2843-6189|6|202974758|209772454|2273.0|227.3|1
451-2843-6189|4|203041482|209991536|818.0|81.8|1
279-6004-8848|5|13317466|39101070|1364.0|136.4|1
21-9323-1200|1|13389758|40307403|15909.0|1590.9|1
365-4448-3039|5|202156524|207309399|800.0|80.0|1
279-6003-2913|2|203375505|210821368|2273.0|227.3|1
279-6003-4347|5|13392284|40318319|818.0|81.8|1
279-6003-3896|1|203263436|210588206|13091.0|1309.1|1
21-9321-4430|1|13310803|38675997|9000.0|900.0|1
365-4450-2541|1|202897817|209538724|1364.0|136.4|1
279-6005-2211|6|203263436|210588204|13091.0|1309.1|1
365-4448-3039|2|202769126|209244239|2273.0|227.3|1
365-4448-9263|1|13375116|39747152|11727.0|1172.7|1
21-9321-1645|1|203099758|210127276|727.5|72.75|2
365-4448-5948|3|202019639|206875176|2273.0|227.3|1
193-7201-8257|2|203010896|209877823|727.5|72.75|2
365-4450-3101|3|13310606|38675308|2636.0|263.6|1
193-7201-8896|1|203040894|209990930|2273.0|227.3|1
451-2843-8949|6|202156580|207309455|2273.0|227.3|1
193-7201-7348|1|203294614|210680234|3000.0|300.0|1
279-6004-0013|1|202769102|209244215|1887.0|188.7|1
365-4448-3809|6|203163643|210361426|3545.0|354.5|1
365-4448-2885|3|13385319|39792189|2000.0|200.0|2
451-2843-6700|4|203040895|209990931|5455.0|545.5|1
21-9323-1333|1|201423513|205017969|3182.0|318.2|1
279-6003-5667|1|202995756|209823046|5000.0|500.0|1
21-9322-0078|2|202974758|209772454|2273.0|227.3|1
365-4448-3119|1|201607576|205595067|5200.0|520.0|1
365-4450-0849|1|13374407|39743412|6300.0|630.0|1
365-4450-1667|1|202897822|209538729|1364.0|136.4|1
279-6003-1922|1|203099781|210127299|727.0|72.7|1
451-2843-8949|5|203278781|210637783|364.0|36.4|1
365-4448-2895|3|202930460|209615087|4000.0|400.0|1
21-9321-4430|2|202995748|209823038|5200.0|520.0|1
365-4448-3809|1|203401146|210890178|1200.0|120.0|1
365-4448-2895|1|202897822|209538729|1364.0|136.4|1
365-4448-3039|1|203081576|210081165|1000.0|100.0|1
279-6003-4315|4|13390833|40310814|356.0|35.6|1
279-6003-6682|4|202294009|207872172|1273.0|127.3|1
21-9322-2099|4|202019640|206875177|2273.0|227.3|1
451-2860-8879|2|203329448|210728987|5000.0|500.0|1
21-9321-7663|12|202156580|207309455|2273.0|227.3|1
365-4448-2535|1|201203202|204324393|4800.0|480.0|1
279-6003-2696|1|203081600|210081189|1727.0|172.7|1
21-9321-2223|3|13372551|39737545|364.0|36.4|1
365-4448-3809|5|201108952|203928737|2727.0|272.7|1
279-6003-3056|1|13379852|39766765|8091.0|809.1|1
193-7201-8257|5|203040894|209990930|2273.0|227.3|1
365-4448-5990|9|201919632|206518107|727.0|72.7|1
365-4448-2983|1|13350697|39543557|5909.0|590.9|1
193-7201-7348|3|203294534|210680113|1000.0|100.0|1
21-9321-3715|2|203163641|210361418|3545.0|354.5|1
279-6004-7472|1|13390803|40310955|2800.0|280.0|1
21-9321-2940|2|202294009|207872172|1273.0|127.3|1
279-6003-2696|2|200625181|202015220|1727.0|172.7|1
279-6003-3931|1|201746048|206030523|582.0|58.2|1
279-6004-8848|3|13317496|39100946|1364.0|136.4|1
193-7201-7348|4|13391951|40317142|1800.0|180.0|1
21-9283-7908|1|13378227|39760819|11727.0|1172.7|1
451-2860-8879|3|203329459|210729008|2273.0|227.3|1
451-2843-6700|1|203040894|209990930|2273.0|227.3|1
451-2843-6189|1|202974761|209772457|2273.0|227.3|1
365-4450-3101|1|13310620|38675385|2482.0|248.2|1
21-9321-1645|3|13391951|40317142|1800.0|180.0|1
21-9321-2755|3|13379848|39766745|8091.0|809.1|1
279-6003-5373|6|200408920|201282848|11273.0|1127.3|1
451-2843-8949|1|203040888|209990924|2273.0|227.3|1
21-9282-9189|6|13378227|39760802|11727.0|1172.7|1
21-9282-9189|5|13375091|39747075|11727.0|1172.7|1
21-9321-2414|2|203081552|210081141|3455.0|345.5|1
193-7201-7348|7|203041337|209991379|1545.0|154.5|1
21-9321-5122|2|201203193|204324346|12400.0|1240.0|1
365-4410-5661|4|14415842|40515186|14455.0|1445.5|1
21-9321-3715|1|14421082|40530615|3545.0|354.5|1
21-9321-2264|2|202902048|209547184|4545.0|454.5|1
279-6003-1961|9|203205162|210504246|6090.0|609.0|1
279-6003-2913|1|203081554|210081143|3455.0|345.5|1
279-6004-8848|6|14402053|40354907|2500.0|250.0|2
279-6003-3358|2|202019639|206875176|2273.0|227.3|1
451-2843-8949|4|203278782|210637784|364.0|36.4|1
451-2843-6700|5|203041337|209991379|1545.0|154.5|1
279-6003-6682|5|203406530|210909529|1000.0|100.0|1
279-6003-5167|3|203205158|210504230|6364.0|636.4|1
21-9321-3961|2|13310411|38675079|3182.0|318.2|1
365-4448-4064|1|202156570|207309445|2273.0|227.3|1
279-6003-6682|6|13346420|39524429|16364.0|1636.4|1
21-9321-3961|1|13310818|38675934|5909.0|590.9|1
21-9282-9189|3|201947287|206594198|2727.0|272.7|1
193-7201-9306|3|203099798|210127316|727.0|72.7|1
21-9322-2099|8|202769108|209244221|2200.0|220.0|1
365-4448-2885|4|202897816|209538723|2364.0|236.4|1
279-6003-4347|2|14422501|40533918|1773.0|177.3|1
21-9321-7663|18|202156570|207309445|2273.0|227.3|1
279-6003-2958|1|202908277|209558313|1727.0|172.7|1
365-4448-2885|1|13313914|38688751|1636.0|163.6|1
279-6003-3609|1|201203193|204324346|12400.0|1240.0|1
21-9321-6015|1|202974761|209772457|2272.5|227.25|2
21-9322-8996|1|13310415|38675082|2727.0|272.7|1
279-6003-1961|10|201607583|205595074|4019.0|401.9|1
365-4450-0849|2|13379816|39766778|4391.0|439.1|1
193-7201-8257|3|203294534|210680113|1000.0|100.0|1
365-4448-2928|1|202100740|207137069|3818.0|381.8|1
21-9282-9189|4|200372626|201208762|2727.0|272.7|1
365-4448-2885|2|14421065|40530652|772.5|77.25|2
21-9322-2099|7|202156578|207309453|2273.0|227.3|1
451-2843-8949|3|203275574|210625341|1091.0|109.1|1
451-2843-6189|5|203041337|209991379|1545.0|154.5|1
365-4448-2535|2|202902037|209547173|5455.0|545.5|1
21-9321-2940|1|203406530|210909529|1000.0|100.0|1
279-6003-4347|3|13391893|40316979|1800.0|180.0|1
279-6003-6702|1|203263445|210588242|13091.0|1309.1|1
21-9321-2990|1|203263436|210588204|13091.0|1309.1|1
451-2860-8879|4|203102843|210134264|7000.0|700.0|1
21-9322-2099|5|202974761|209772457|2273.0|227.3|1
451-2843-6700|6|203041482|209991536|818.0|81.8|1
279-6003-4347|4|13392278|40318312|655.0|65.5|1
279-6003-4850|2|202313325|207928815|1636.0|163.6|1
451-2843-6700|2|203041178|209991217|1091.0|109.1|1
451-2843-6700|3|203041177|209991216|1727.0|172.7|1
279-6003-3738|1|202156526|207309401|800.0|80.0|1
